imdbId,Movie Name,Argentina,Aruba,Australia,Austria,Bahrain,Belgium,Bolivia,Brazil,Bulgaria,Cambodia,Canada,Central America,Chile,China,Colombia,Croatia,Curaçao,Czech Republic,Denmark,Domestic,Dominican Republic,Ecuador,Egypt,Estonia,Ethiopia,Finland,France,Germany,Ghana,Greece,Hong Kong,Hungary,Iceland,India,Indonesia,Iraq,Israel,Italy,Jamaica,Japan,Jordan,Kenya,Kuwait,Latvia,Lebanon,Lithuania,Malaysia,Mexico,Mongolia,Netherlands,New Zealand,Nigeria,Norway,Oman,Pakistan,Panama,Paraguay,Peru,Philippines,Poland,Portugal,Puerto Rico,Qatar,Romania,Russia,Russia/CIS,Saudi Arabia,Serbia and Montenegro,Singapore,Slovakia,Slovenia,South Africa,South Korea,Spain,Sweden,Switzerland,Switzerland (French),Switzerland (German),Taiwan,Thailand,Trinidad & Tobago,Türkiye,Ukraine,United Arab Emirates,United Kingdom,Uruguay,Venezuela,Vietnam,Baltic States,Bangladesh,Central America+,Cyprus,Czech Republic/Slovakia,Djibouti,East Africa,Lebanon/United Arab Emirates,Lesser Antilles,Mauritius,Middle East,Middle East Other,Middle East/UAE,Morocco,New Caledonia,Palestine,Reunion,Russia/CIS/Ukraine,Sri Lanka,Tunisia,West Indies,Greece and Cyprus,Ireland,S/E/W Africa,Syria,Yugoslavia,Costa Rica,Honduras,Nicaragua,Switzerland (Italian),El Salvador,Guatemala,Netherlands Antilles,North Macedonia,South Africa/Nigeria,Switzerland (French/Italian),E/W Africa,Laos,Bosnia,Soviet Union,Malta
3152624,Trainwreck (2015),,,"$9,619,105","$482,915",,,"$21,123",,"$55,938",,,,"$24,526",,"$54,548","$57,653",,"$88,520","$191,304",,,"$73,573",,"$76,684",,"$205,647","$222,493","$3,450,652",,"$33,936",,"$103,130","$54,142",,,,"$683,373","$79,000",,,"$10,992","$3,317",,"$35,199","$48,639","$43,767",,"$289,635",,"$381,146","$794,206","$10,971","$408,685",,,,,"$158,278","$40,287","$436,770","$268,620",,,,"$820,000","$1,015,875",,"$35,650",,"$37,221","$33,040","$224,862","$158,104","$1,428,276","$338,191",,,"$335,101",,,,,"$381,451",,"$4,348,352","$10,741","$617,617",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3474994,Casa Grande (2014),,,,,,,,"$121,209",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1243974,Aloha (2015),"$154,367",,"$2,877,706",,,,,"$456,033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$291,053",,,,,,,,,,,,,,,,,,"$132,871",,,,,"$1,943",,,,,,,,,,,,,"$521,352",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1109488,Mars (2010),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$7,223",,,,,,,,,,,,,,,,,,,,,,,,,,,,"$120,891",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1808015,What a Beautiful Day (2011),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$94,090",,,,,,,,"$59,370,498",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1767372,She's Funny That Way (2014),"$260,610",,"$78,565","$122,946","$25,368","$58,083","$8,836","$166,337","$19,975",,,,"$19,997",,"$46,511","$22,089",,"$78,039",,,,,,"$5,099",,,"$323,875","$449,530",,"$38,182","$15,858","$82,185","$6,442",,,,,"$597,478",,,"$11,306",,,"$5,148","$41,896","$7,644","$43,014","$384,329",,,"$33,693",,,"$5,964",,,,"$115,691",,"$585,380","$86,430",,,"$89,510",,"$822,108",,,,"$66,206","$7,722","$37,830",,"$184,215","$58,416",,,,"$4,011",,,"$84,744","$101,833","$111,139",,"$33,156","$575,465",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3374966,The Mafia Kills Only in Summer (2013),,,"$350,710",,,,,,,,,,,,,,,,,"$37,134",,,,,,,,,,"$24,345",,,,,,,,"$6,369,335",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2368749,After Lucia (2012),,,,,,,,"$34,835",,,,,,,,,,,,,,,,,,,,,,,"$9,945",,,,,,,,,,,,,,,,,"$2,332,726",,,,,,,,,,,,,,,,,,"$16,702",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2182972,Song One (2014),,,,,,,,,,,,,,,,,,,,,,,,,,,,$293,,,"$71,368",,,,,,,,,,$379,,,,,,,,,,,,,"$2,046",,,,,"$9,119",,,,,,,,,,"$4,079",,,,"$231,980",,,,,,"$20,840","$23,537",,,,"$13,026",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2215221,The Nun (2013),"$3,330",,,,,,"$1,072","$41,614",,,,,,,"$82,691",,,,,,,,,,,,,,,,"$43,669",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$4,276",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0346900,Dragon Hill. La colina del dragón (2002),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$678,228",,,,,,,,,,"$238,107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0406728,Dungeons & Dragons: Wrath of the Dragon God (2005),,,,,,,,,,,,,,,,,,,,,,,,,,,"$409,184",,,,,,,,,,,,,,,,,,,,,"$594,348",,,,,,,,,,,,,,,,,,"$500,638",,,,,,,,,,,,,,,,,,,,,"$250,049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2766268,The Games Maker (2014),"$868,733",,,,,,"$138,809","$293,604",,,,,"$97,086",,"$555,830",,,,,,,"$284,568",,,,,,,,,,,,,,,,,,,,,,,,,,"$446,006",,,,,,,,,,"$400,821",,,,,,,,,,,,,,,,,,,,,,,,,,,,"$42,998","$1,267,267",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4359416,Taxi (2015),,,,"$110,426",,"$199,780",,"$47,255",,,,,,,,"$1,616",,,,,,,,,,"$95,270",,"$1,329,496",,,"$110,784",,,,,,,"$748,467",,,,,,,,,,,,"$168,263",,,"$147,586",,,,,,,"$34,502",,,,,,"$7,852",,,,,"$9,823",,"$11,524","$305,840",,,,"$203,023",,,,"$10,037",,,"$43,041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2199436,The Judgment (2014),,,,,,,,,"$9,440",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3672840,Dragon Blade (2015),,,,,,,,,,,,,,"$116,803,035",,,,,,"$74,068",,,,,,,,,,,"$119,333",,,"$353,332",,,,"$963,938",,,"$9,171",,,,"$8,744",,,,,,,,,"$84,208",,,,,,,,,,,,,,,"$1,909,152",,,,"$267,755",,,,,,"$506,416","$745,334",,"$29,906",,"$732,239",$253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2176013,Jab Tak Hai Jaan (2012),,,"$676,387",,,,,,,,,,,,,,,,,"$3,047,539",,,,,,,,"$82,969",,,,,,,,,,,,,,,,,,"$8,690","$105,839",,,,"$159,088",,,,,,,"$86,154",,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,631,292",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1740710,Mere Brother Ki Dulhan (2011),,,"$95,121",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$10,556,106",,,,,,,,,,,,,"$25,614",,,,"$51,858",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$758,510",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1667838,I Hate Luv Storys (2010),,,"$149,636",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$26,676",,,,"$23,813",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$747,750",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1674771,Entourage (2015),"$21,874",,"$5,696,170",$815,,"$221,910","$4,966","$27,432","$87,016",,,,"$6,342",,"$29,022","$41,027",,,,,,"$26,370",,"$8,662",,,"$89,615","$49,940",,"$25,458","$73,802","$76,396","$50,878","$211,767",,,"$266,242",,,,"$21,385","$18,924",,"$18,334","$134,444","$17,408",,"$173,341",,"$425,460","$241,394","$29,039",,"$9,446",,,,"$11,999","$182,525","$127,599",,,,,,"$812,514",,"$29,167","$158,524","$7,435",,"$191,909",,"$139,504","$953,747",,"$13,982","$16,663","$225,824",,,"$160,215","$48,527",,"$2,278,311","$3,858","$70,013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3573598,London Road (2015),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$26,757",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3017412,Happy Ending (2014),,,"$30,394",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$15,378",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3483194,"You're Sleeping, Nicole (2014)",,,,,,$783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2584018,Freedom (2014),,,"$216,965",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$625,775",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1924273,Ghost Graduation (2012),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$270,952",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,273,092",,,,,,,,"$58,445",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2933544,5 Flights Up (2014),,,"$163,767",,,,,"$78,764",,,,,"$35,334",,,,,,"$9,431",,,,,,,,,,,,,,,,,,,"$504,129",,,,,,"$3,415",,"$5,938",,"$403,111",,"$146,629","$120,933",,,,,,,"$72,100",,,"$35,148",,,,,,,,,,,"$68,543","$213,263","$798,421",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2096673,Inside Out (2015),"$11,241,015",,"$24,176,669","$3,235,313",,"$4,122,122","$1,000,127","$13,938,297","$611,843",,,,"$7,434,521","$15,314,000","$6,271,904","$166,701",,"$1,443,200","$5,987,853","$356,921,711",,"$2,810,893",,"$347,328",,"$2,966,560","$30,143,951","$31,631,570","$1,962,030","$2,171,934","$8,705,336","$1,218,577","$261,317","$1,418,502",,,"$4,902,207","$27,140,214",,"$32,956,437","$222,210","$64,264",,"$284,641","$371,175","$362,197","$1,962,943","$31,100,000",,"$5,732,893","$3,225,067","$12,782","$2,673,135","$3,713",,,,"$3,783,213","$3,844,357","$4,333,680","$2,325,651",,,"$768,399",,"$16,710,083",,"$129,401","$3,886,185","$680,810","$139,070","$1,545,611","$30,883,757","$24,035,511","$5,411,716","$1,103,827","$1,342,373","$2,386,538","$4,748,147","$1,648,978",,"$1,526,853","$997,671","$2,094,962","$59,436,933","$918,848","$25,432,065","$1,094,098",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2415458,The Wolfpack (2015),,,,,,,,,,,,,,,,"$2,330",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$75,334",,,,,,,,,,,,,,,,,,,,,"$4,761",,,,"$30,019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1694542,Tanu Weds Manu (2011),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$8,467",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0903657,Love & Mercy (2014),,,"$550,942","$53,202",,,,,,,,,,,,"$3,513",,,,,,,,,,,"$219,658","$95,148",,"$9,213","$5,432",,"$14,748",,,,,,,,"$2,668",,,,"$6,495",,,"$1,938",,,"$169,828",,,,,,,,,,"$12,736",,,,,,,,"$11,539",,,"$15,533","$136,793","$67,661","$50,427",,,"$26,407",,"$14,633",,,,,"$164,156",,,"$7,195",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0476958,Amusement (2008),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$36,685",,,,,,,,,,,,,,,,,,,,,"$68,894",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1426328,Leonie (2010),,,,,,,,,,,,,,,,,,,,"$53,692",,,,,,,,,,,,,,,,,,,,"$1,397,773",,,,,,,,,,,,,,,,,,,,,,,,,,"$5,286",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2599716,Police Story: Lockdown (2013),,,,,,,,,,,,,,"$86,340,000",,,,,,,,,,,,,,,,,"$194,777",,,,,,,,,"$400,197",,,,,,,"$3,234,309",,,,,,,,,,,,"$134,805",,,,,,,,,,"$1,941,030",,,,"$841,358",,,,,,,"$652,377",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1338687,The Topp Twins: Untouchable Girls (2009),,,"$183,525",,,,,,,,"$24,711",,,,,,,,,"$29,316",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,582,913",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1972646,Eames: The Architect & The Painter (2011),,,,,,,,,,,,,,,,,,,,"$153,088",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$3,643",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$6,627",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2649128,Metro (2013),,,,,,,,,,,,,,"$2,340,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$12,062,253",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1951266,The Hunger Games: Mockingjay - Part 2 (2015),"$7,120,666",,"$21,422,262","$4,687,255",,"$5,491,229","$559,857","$16,890,579","$623,324",,,,"$3,257,066","$21,525,450","$3,801,796","$302,776",,"$1,105,378","$4,312,473","$281,723,902",,"$1,554,178",,"$157,265",,"$2,077,464","$22,412,209","$43,707,200",,"$825,819","$3,609,955","$1,243,577","$278,340","$127,692",,,,"$8,884,254",,"$1,225,393",,"$66,867",,"$229,831","$349,900","$287,487","$2,860,579","$20,156,285",,"$8,236,243","$3,358,468","$32,584","$3,872,412","$32,634",,,,"$2,627,529","$4,611,304","$2,858,097","$1,992,365",,,"$1,056,984",,"$10,161,646",,"$85,525","$3,157,813","$597,236","$164,862","$1,393,066","$5,083,416","$13,078,559","$7,519,932",,"$1,133,394","$4,450,085","$4,338,405","$2,712,859",,"$3,236,977","$876,969","$2,690,409","$43,154,684","$361,541","$9,477,940","$824,566",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3369806,Max (2015),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$12,802",,,,"$85,304",,,,,,,,,,,,,,,,,,,,,,,,,,,"$38,246",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2120120,Pixels (2015),"$7,911,909",,"$9,449,397","$1,324,108","$215,825","$949,791","$710,083","$9,968,542","$120,514",,,,"$1,500,278","$15,350,000","$3,709,593","$87,467",,"$663,930","$244,844",,,"$1,307,390","$146,182","$54,279","$4,534","$198,161","$5,457,444","$10,277,373","$9,125","$287,069","$2,222,068",,"$67,444","$362,064",,,"$811,161","$3,528,693",,"$8,685,971","$139,054","$22,981",,"$78,898","$289,691","$68,152","$1,765,208","$12,258,564",,"$1,177,611","$1,026,398","$110,601","$271,550","$80,291",,,,"$2,469,803","$1,992,819","$650,898","$357,408",,"$202,964",,,"$5,247,942",,"$33,890","$1,542,506","$95,311","$55,413","$591,548","$4,682,381","$6,232,272","$724,810","$119,592","$170,865","$491,876","$1,213,281","$1,048,127",,"$588,824","$721,158","$1,273,678","$12,800,000","$442,044","$10,106,090","$459,144",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3410834,Allegiant (2016),"$960,772",,"$4,238,233","$538,957",,"$2,049,977","$105,110","$7,183,521",,,,,"$1,008,629","$18,676,215","$672,720","$102,526",,"$297,830","$768,670",,,"$678,184","$4,924","$44,294",,"$368,860","$16,260,190","$4,000,093",,"$291,585","$878,615","$434,065","$54,744",,,,,"$3,465,627",,,,,,,"$176,658","$128,853","$1,576,082","$5,091,595",,"$1,735,534","$888,074",,"$787,286","$56,819",,,,"$968,110","$2,055,889","$900,517","$717,277",,,"$467,562",,"$6,433,174",,"$35,536","$1,201,139","$208,232","$37,626","$762,461","$695,661","$5,308,973","$1,185,047",,"$584,318","$567,493",,"$1,457,607",,"$945,818","$1,116,990","$1,452,498","$6,209,290","$101,121","$304,359",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3183660,Fantastic Beasts and Where to Find Them (2016),"$2,092,797",,"$24,200,000",,,,"$911,768","$19,500,000","$451,425",,,,,"$85,963,412","$2,691,313",,,"$2,755,144",,,,,,,,"$2,780,671","$30,800,000","$36,500,000",,"$1,150,587","$6,700,000","$1,486,533","$464,903",,"$6,600,000",,,"$16,200,000",,"$63,700,000",,,,,,"$321,578",,"$14,400,000",,"$11,875,561","$3,700",,"$3,868,520",,,,"$160,090",,,"$4,151,578","$1,919,490",,,"$1,058,223",,"$22,100,000",,,,"$971,891","$250,218","$1,853,708","$33,300,000","$14,500,000",,"$4,700,000",,,"$9,700,000","$4,197,696",,"$2,300,000","$2,407,458","$3,297,297","$68,000,000","$306,131",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1502397,Bad Boys for Life (2020),"$809,510","$123,401","$14,912,862","$2,288,434","$1,330,071","$5,086,130","$394,993","$4,010,478","$724,016","$98,106",,"$2,521,542","$636,855","$3,200,000","$4,548,918","$342,453","$142,344","$820,019","$2,433,086",,"$797,241","$749,852","$987,261","$318,536","$38,774","$1,180,505","$13,622,780","$19,945,565",,"$441,329","$772,932","$1,934,796","$154,236","$1,310,006","$4,222,760","$356,327","$2,193,216","$1,628,878","$435,592","$3,221,007","$484,872","$257,548","$2,211,609","$203,600","$598,187","$215,573","$1,930,652","$12,580,056","$10,938","$6,647,005","$1,327,861","$506,336","$1,648,122","$738,672","$211,847",,"$118,814","$1,343,703","$921,124","$1,124,045","$1,641,136",,"$1,206,508","$2,256,986",,"$9,379,162","$8,799,351","$149,843","$964,341","$404,457","$394,320","$3,363,632","$4,190,646","$7,297,951","$2,990,540","$3,540,233",,,"$4,546,496","$1,599,800","$960,228","$447,173","$2,102,364","$5,513,587","$20,087,780","$128,274",,"$520,289",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3433358,Number One Fan (2014),,,,,,"$124,149",,,,,,,,,,,,,,,,,,,,,"$3,508,365",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,535",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1585255,The Hairdresser (2010),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$95,215",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3483612,Hamari Adhuri Kahani (2015),,,"$17,162",,"$34,463",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$4,600,313",,,,,,,,,,,,,,,,,,,,"$75,223",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$136,565",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3013258,On the Way to School (2013),,,,,,"$174,676",,,,,,,,,,,,,,"$7,424",,,,,,,"$6,057,555","$541,794",,,,,,,,,,"$616,913",,,,,,,,"$3,516",,,,,,,,,,,,,,,,,,,,,,,,,,,,"$529,718",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3168230,Mr. Holmes (2015),,,"$1,394,394","$91,034",,"$133,171",,"$17,172",,,,,,,,,,,,,,,,,,,"$386,620","$527,691",,"$485,638","$358,547",,,,,,,"$1,457,343",,,"$1,630",,,,"$3,687",,"$36,553","$27,884",,"$329,261","$464,161",,"$1,189",,,,,"$5,240","$6,083",,"$119,013",,,,,"$80,952",,,"$172,667",,,"$74,293","$35,408","$720,691",,,,"$39,655","$141,789",,,"$94,039","$12,887","$62,722","$3,993,973",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0056020,Copacabana Palace (1962),,,"$120,185","$22,216",,"$139,568",,"$75,771",,,,,,,,,,,,,,,,,,,"$286,927",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$26,878",,,,,,,,,,,,"$92,011",,,,,,,,,"$28,769",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1748062,Jig (2011),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$24,672",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$154,858",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709768,The Secret Life of Pets (2016),"$5,738,885",,"$41,298,801","$5,113,192",,"$4,920,463","$814,000","$19,065,814","$898,326",,,,"$6,011,012","$58,307,653","$4,315,522","$445,302",,"$2,927,055","$3,958,742","$368,384,330",,"$1,849,036","$197,674","$659,642",,"$3,452,423","$25,767,127","$34,750,357",,"$1,444,582","$4,175,722","$2,911,696","$307,038","$916,558","$1,923,000",,"$5,426,979","$14,810,477",,"$41,733,387",,,,"$607,934","$350,000","$550,907","$1,534,193","$22,590,000",,"$9,005,205","$3,075,864",,"$3,364,650",,"$76,366","$4,739,000","$259,846","$4,701,000","$1,804,100","$6,706,528","$3,376,204",,,"$1,190,073",,"$33,241,623",,"$448,863","$2,659,571","$1,043,611","$561,064","$1,650,498","$17,494,325","$22,835,481","$4,858,281","$5,388,645",,,"$5,276,000","$1,337,913",,"$1,657,570","$2,921,003","$1,884,354","$44,981,290","$571,677","$994,212","$2,684,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2406422,Walking the Camino: Six Ways to Santiago (2013),,,"$313,789",,,,,,,,,,,,,,,,,"$612,717",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$202,372",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2424988,Gabbar Is Back (2015),,,"$72,693",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$33,181",,,,"$50,456",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$307,651",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3183630,The Boy and the World (2013),,,,,,,,"$121,928",,,,,,,,,,,,"$129,480",,,,,,,,"$1,505",,,,,,,,,,,,,,,,,,,,"$18,915",,,,,,,,,,,,,$369,,,,,,,,,,,,,"$4,946",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1810683,Little Boy (2015),"$82,319",,,,,,"$14,253","$34,701",,,,,"$36,762",,"$40,454",$796,,,,,,"$45,574",,,,,"$104,441",,,,,,,,,,,,,,,,,,,,,"$9,697,966",,,,,,,,,,"$766,176",,,,,,,,,,,,,,,"$59,031","$189,025",,,,,,$843,,,,"$13,987",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4056738,Do You Believe? (2015),,,,,,,,"$756,246",,,,,,,,,,,,,,"$60,214",,,,,,,,,,,,,,,,,,,,,,,,,,"$380,292",,,,,,,,,,"$29,187",,"$156,118",,,,,,,,,,,,"$16,055","$26,986",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0410520,Rhythm Is It! (2004),,,,"$328,607",,,,,,,,,,,,,,,,,,,,,,,,"$4,094,889",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$203,778",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2140379,Self/less (2015),"$110,001",,"$778,961","$7,348",,"$544,599","$15,915",,"$104,441",,,,,"$5,400,980","$63,498","$141,012",,"$119,928","$25,381",,,"$37,205",,"$43,953",,,"$2,949,882","$604,627",,,,,"$14,844",,,,,"$641,064",,,"$12,319",,,"$41,874","$41,346","$35,022",,"$222,124",,"$379,220","$118,361",,,,,,,"$74,610",,"$827,682","$132,194",,,"$387,990",,"$2,610,078",,,,"$104,390",,"$80,177",,"$768,623",,,"$118,054","$181,812","$492,096","$259,677",,"$133,704","$234,287","$252,043","$336,045",,,"$80,098",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2328678,The King's Daughter (2022),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$14,186",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$444,077",,,,,,,,,,,,,,,,,,"$14,221",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
